"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BWS","Cauchy",7077382,10000,100,100,1.5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",1235243,10000,100,100,2,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",2408245,10000,100,100,2.5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",2388429,10000,10,100,0,1,1,1,0.013,0.0100820616549351,0.0159179383450649,0.0545,0.0500507676212632,0.0589492323787368,0.1072,0.102110907019281,0.112289092980719,1072,545,130
"BWS","Cauchy",14877248,10000,10,100,0,0.5,0.5,1,0.0122,0.00937212450238417,0.0150278754976158,0.0585,0.0539001447370597,0.0630998552629403,0.1097,0.104559120755087,0.114840879244913,1097,585,122
"BWS","Cauchy",1931140,10000,10,100,0,2,2,1,0.0125,0.00963800139762438,0.0153619986023756,0.0581,0.053514924028721,0.062685075971279,0.1094,0.104265290138372,0.114534709861628,1094,581,125
"BWS","Cauchy",12061348,10000,10,100,0.5,1,1,0,0.0696,0.0630448093167945,0.0761551906832055,0.1825,0.174929381068895,0.190070618931105,0.2732,0.265869835700313,0.280530164299687,2732,1825,696
"BWS","Cauchy",84208049,10000,10,100,0.5,0.5,0.5,0,0.2269,0.216111006206468,0.237688993793532,0.4416,0.431867076530127,0.451332923469873,0.5626,0.554439718218891,0.570760281781109,5626,4416,2269
"BWS","Cauchy",12874580,10000,10,100,0.5,2,2,0,0.0283,0.0240282563962784,0.0325717436037216,0.0951,0.08935028095309,0.10084971904691,0.1625,0.156431449185813,0.168568550814187,1625,951,283
"BWS","Cauchy",40266,10000,10,100,0.5,0.5,2,0,0.0973,0.0896656160102274,0.104934383989773,0.3819,0.372377296279816,0.391422703720184,0.5592,0.551032854803887,0.567367145196114,5592,3819,973
"BWS","Cauchy",168014245,10000,10,100,0.5,1,2,0,0.0358,0.0310140193810739,0.0405859806189261,0.151,0.143982241964844,0.158017758035156,0.2547,0.247532859216133,0.261867140783867,2547,1510,358
"BWS","Cauchy",111453,10000,10,100,1,1,1,0,0.2367,0.225750542081074,0.247649457918926,0.4415,0.431767307235919,0.451232692764081,0.564,0.555842657469494,0.572157342530506,5640,4415,2367
"BWS","Cauchy",130149,10000,10,100,1,0.5,0.5,0,0.6937,0.681825776903011,0.705574223096988,0.8664,0.859731647915234,0.873068352084766,0.9228,0.918409354785866,0.927190645214134,9228,8664,6937
"BWS","Cauchy",6957997,10000,10,100,1,2,2,0,0.0668,0.0603683640362521,0.0732316359637479,0.1821,0.174535832306565,0.189664167693435,0.2677,0.260416592568188,0.274983407431812,2677,1821,668
"BWS","Cauchy",19269422,10000,10,100,1,0.5,2,0,0.2871,0.275445953079055,0.298754046920945,0.603,0.593410190483644,0.612589809516356,0.7401,0.732885366996584,0.747314633003416,7401,6030,2871
"BWS","Cauchy",1226760,10000,10,100,1,1,2,0,0.1196,0.111241055042819,0.127958944957181,0.314,0.304903319251507,0.323096680748493,0.4496,0.441416892316876,0.457783107683124,4496,3140,1196
"BWS","Cauchy",54019,10000,10,100,1.5,1,1,0,0.4743,0.461437025474993,0.487162974525007,0.7022,0.693237094228678,0.711162905771322,0.7969,0.790282060731619,0.803517939268381,7969,7022,4743
"BWS","Cauchy",245082,10000,10,100,1.5,0.5,0.5,0,0.9128,0.905532384928877,0.920067615071123,0.9791,0.976296227707106,0.981903772292894,0.9917,0.990207566100702,0.993192433899298,9917,9791,9128
"BWS","Cauchy",105024,10000,10,100,1.5,2,2,0,0.1373,0.128434340932288,0.146165659067712,0.3043,0.295281837654954,0.313318162345046,0.4166,0.408490226077436,0.424709773922564,4166,3043,1373
"BWS","Cauchy",17308171,10000,10,100,1.5,0.5,2,0,0.5138,0.500924906669004,0.526675093330996,0.7806,0.772488733764547,0.788711266235453,0.8736,0.868133671187936,0.879066328812064,8736,7806,5138
"BWS","Cauchy",375331,10000,10,100,1.5,1,2,0,0.2692,0.257774304235035,0.280625695764965,0.5207,0.510908402005719,0.530491597994281,0.6491,0.641249209451464,0.656950790548536,6491,5207,2692
"BWS","Cauchy",78178,10000,10,100,2,1,1,0,0.6889,0.67697457249622,0.70082542750378,0.8662,0.859527428782725,0.872872571217274,0.924,0.919640781037846,0.928359218962154,9240,8662,6889
"BWS","Cauchy",6432542,10000,10,100,2,0.5,0.5,0,0.977,0.973138490936227,0.980861509063773,0.997,0.995928075301152,0.998071924698848,0.9988,0.998230497293773,0.999369502706227,9988,9970,9770
"BWS","Cauchy",2861026,10000,10,100,2,2,2,0,0.2442,0.233133198194169,0.255266801805831,0.4406,0.430869401599984,0.450330598400016,0.5661,0.55794719030941,0.57425280969059,5661,4406,2442
"BWS","Cauchy",98186426,10000,10,100,2,0.5,2,0,0.7105,0.698817058989724,0.722182941010276,0.8998,0.893914776959741,0.905685223040259,0.9497,0.946104633944815,0.953295366055185,9497,8998,7105
"BWS","Cauchy",22699,10000,10,100,2,1,2,0,0.4443,0.431500169644414,0.457099830355586,0.6949,0.685875184522751,0.703924815477249,0.7944,0.787751907167796,0.801048092832204,7944,6949,4443
"BWS","Cauchy",1457213,10000,10,100,2.5,1,1,0,0.8309,0.821244115950999,0.840555884049001,0.9432,0.938663382797546,0.947736617202454,0.9723,0.969600359531757,0.974999640468243,9723,9432,8309
